"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish < 10.0","lesserSpottedDogfish >=10.0","lesserSpottedDogfish >=30.0","redMullet < 10.0","redMullet >=10.0","redMullet >=30.0","pouting < 10.0","pouting >=10.0","pouting >=30.0","whiting < 10.0","whiting >=10.0","whiting >=30.0","poorCod < 10.0","poorCod >=10.0","poorCod >=30.0","cod < 10.0","cod >=10.0","cod >=30.0","dragonet < 10.0","dragonet >=10.0","dragonet >=30.0","sole < 10.0","sole >=10.0","sole >=30.0","plaice < 10.0","plaice >=10.0","plaice >=30.0","horseMackerel < 10.0","horseMackerel >=10.0","horseMackerel >=30.0","mackerel < 10.0","mackerel >=10.0","mackerel >=30.0","herring < 10.0","herring >=10.0","herring >=30.0","sardine < 10.0","sardine >=10.0","sardine >=30.0","squids < 10.0","squids >=10.0","squids >=30.0","Dinoflagellates","Diatoms","Microzoo","Mesozoo","Macrozoo","VSBVerySmallBenthos","SmallBenthos","MediumBenthos","LargeBenthos","VLBVeryLargeBenthos"
1.0,115.34854,622.5999,0.0,387.10965,330.7135,0.0,434458.4,158253.02,4347.3535,859.0198,43132.88,49293.37,89014.14,133511.22,0.0,11.859394,1298.2036,415.91055,355439.56,181.91199,0.0,40255.98,73826.375,1.4532689,277.13165,28193.426,241.90686,370456.75,31152.6,0.0,33748.285,37628.33,0.0,8720933.0,7165979.5,0.0,14740.467,19485.172,0.0,21746.59,94723.92,64235.12,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
2.0,105.511086,1653.9888,0.038035095,193.22388,2109.041,2.913249,389380.25,366098.44,66856.83,1333.4762,3873.751,665884.0,81127.555,184545.8,0.0,0.9418497,188.60576,21754.984,247857.3,361.77682,4.9442664E-5,18404.408,55291.926,35.3603,44.617416,21262.248,4255.26,63958.566,160410.19,0.0029876295,35062.117,205442.36,879.0412,1.2389886E7,3.1181526E7,0.0,4603.5205,29339.396,1.4510077,227062.45,106924.625,1199817.9,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
3.0,80.08341,1778.7306,36.013138,7.1605086,357.78735,30.281122,326812.8,169227.31,61447.043,3311.6592,43049.004,580255.56,33150.965,50757.945,2.251189,6.3315363,238.24812,52107.402,23327.65,183.94049,1.0528792,526.91473,7685.418,97.236374,42.567993,2501.0015,2296.716,15771.431,78652.82,3.1211588,1346.3792,95221.8,571.5055,2854859.8,4.9970536E7,0.0,378.92697,7739.558,0.013909296,331462.47,351828.75,196294.17,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
4.0,103.31347,2208.6572,161.37128,7.7137346,228.65517,154.73952,374725.84,83453.42,50752.082,2962.7576,63000.527,475447.44,10286.711,19959.074,10.666279,12.131541,255.33318,74513.16,2317.6807,476.54684,2.0638957,84.081474,4554.085,197.43059,14.529175,1323.0793,2389.3628,98497.85,61663.86,292.50708,314.5314,55241.97,593.69214,2728730.0,4.8716348E7,0.0,186.9219,5045.9463,2.7696936,111443.04,223274.5,95047.41,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
5.0,3.4798923,1441.0752,646.06726,14.418584,212.0265,500.60355,348575.66,23342.375,13343.17,1864.9795,60567.344,365703.88,2126.2893,9395.613,7.784992,15.849662,95.19049,88036.83,2319.6855,680.0844,1.6762736,90.54194,3046.1064,246.57124,21.345325,1807.7291,2513.2786,144156.89,40827.68,419.83493,357.51517,25866.703,590.6953,1254441.4,4.223218E7,0.0,39.570976,1439.3004,0.5383727,89652.06,91427.27,203302.03,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
6.0,0.4069216,82.1437,1401.4153,5.2650924,107.68185,214.34682,114290.79,18133.67,904.036,1802.4446,62464.23,287686.6,721.58887,7286.0947,6.8620324,34.296417,301.7503,92903.445,279.15094,557.4352,0.18488117,167.91533,5944.5894,337.14066,16.313583,1055.9924,2205.3923,192782.27,47191.633,52.94108,389.62274,9009.766,457.0165,0.081065774,3.2744088E7,0.0,19.814983,398.49814,4.332633,94193.3,141556.88,165081.86,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
7.0,2.2509782,82.06453,2306.9358,16.682938,363.0377,338.59253,21650.707,23618.828,888.9154,1755.015,42892.03,225529.89,749.66016,8280.791,75.813705,35.88357,343.97617,90854.6,164.73581,856.54974,3.3408763,261.94626,7760.8447,608.1749,18.471346,557.5575,2486.3281,152946.06,58906.71,0.07769722,29.519918,2227.8545,93.017876,2.5924997,2.2937756E7,0.025445169,14.277598,258.19452,43.306183,79129.43,123604.7,136125.06,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
8.0,3.512697,249.53058,2921.722,33.66783,607.4727,506.20624,3723.528,22756.16,1004.5897,1690.9064,33250.09,184044.77,1645.4028,12786.512,89.08059,30.57881,633.56744,84832.08,7354.6084,1666.8912,8.508885,420.81793,9594.012,938.8983,18.800816,1074.669,2125.421,119607.8,88182.12,12.72001,46.511036,944.8737,86.837364,0.05036907,1.5290605E7,0.072004855,13.245256,343.57367,140.20744,74361.84,90355.61,47155.574,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
9.0,4.2484303,331.7585,3553.467,39.467655,826.1288,618.7897,8220.994,39489.062,1379.655,1044.6448,28113.027,139426.14,1447.3372,13088.073,70.42555,17.36578,559.6289,76417.76,6311.49,2592.7634,84.606346,278.89447,9787.443,826.66095,6.829122,991.5,2223.5251,57822.145,126126.88,52.061943,312.43097,1708.1472,706.2473,0.2001085,9860128.0,0.026276894,10.27772,286.09943,339.55325,50225.527,86200.85,83578.98,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
10.0,5.109264,353.17343,4002.5332,33.022427,972.846,560.0686,6645.45,37077.844,929.4567,511.89154,23946.125,116218.76,1082.4259,11464.129,80.75626,10.865288,451.96936,70059.54,3416.9553,2511.994,175.31793,454.12546,13488.516,1000.46094,19.615623,1355.8503,2883.1333,11669.9795,116869.336,44.68829,511.31628,9618.42,959.57794,1.8892138,6203660.0,0.013537002,11.3382015,150.21634,524.21454,57166.387,44512.016,52705.168,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
11.0,6.080201,408.4659,4238.068,53.349785,1374.4026,716.1495,2298.235,25149.055,458.69568,603.6467,7909.0635,94764.875,1022.7225,12490.958,72.21435,16.44613,247.76588,64613.484,4850.603,2695.3413,184.63365,530.78485,15903.306,1370.0254,21.724262,1536.7207,3243.3733,802.0456,85168.1,46.311188,226.06271,16498.55,702.4913,1.7791632,3837337.2,0.008606393,34.77413,453.6954,582.152,32192.357,53615.29,29191.184,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
12.0,5.0050454,420.90607,4050.9475,46.829952,1955.9133,463.51862,1066.2662,17956.314,444.14728,488.67673,9199.33,67004.99,1118.4911,13799.073,83.600235,14.542502,448.8956,57891.926,10171.465,4272.7866,157.21158,587.8795,19533.309,1278.85,14.523253,1694.3634,2064.1462,1551.3574,58284.625,51.123524,786.87225,13454.855,1001.8771,25.864752,1438036.9,0.013362952,40.855286,1111.4055,727.4494,17160.846,17478.73,15838.268,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
13.0,3.2372525,308.9464,2656.8274,39.110203,1350.4972,474.1661,6386.2295,34455.055,746.7688,211.94673,4179.1045,70108.18,1229.7666,18303.453,17.179863,18.360102,208.95905,52985.7,10519.912,5409.7407,98.84016,380.64706,18543.86,998.61676,20.360394,2046.375,2472.9556,3786.8325,42612.195,83.32323,543.82874,27743.992,1174.7976,97.86234,577580.75,2.6030278,156.48067,5184.1855,1191.4656,8164.2954,14520.883,7422.264,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
14.0,1.2675744,150.71361,1528.5758,41.688705,1216.4147,398.29785,4623.8843,42667.14,733.3579,195.83679,1757.6923,56918.125,1211.8376,21719.805,11.109952,11.414606,445.82248,47706.17,11223.936,6843.994,55.599537,244.78882,15674.185,857.4574,19.234602,2609.4062,2501.0696,6344.2173,45877.527,145.39641,561.40765,28523.48,883.6091,680.72235,207557.08,4.2580376,435.97473,14834.231,3230.8154,16531.93,7663.7505,19613.664,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
15.0,2.1450858,113.53929,1749.9397,35.57165,971.3449,339.0477,2062.8765,27380.752,502.69714,96.871056,2114.676,50828.293,785.61176,18958.268,4.6216097,6.528857,248.21677,44737.883,20507.953,7551.792,36.86388,235.0882,16591.865,825.1502,16.857597,2715.976,2549.2178,6261.0786,56437.668,57.976173,298.4865,31735.46,617.36346,278.42194,57493.934,7.7785435,1005.0808,37724.723,5842.5923,17201.295,13195.002,19839.682,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
16.0,2.7391832,156.76431,1938.8145,39.475395,1744.8279,418.06943,1922.4213,27741.475,268.9945,65.459305,1098.0892,40732.887,578.5363,12113.064,25.742985,9.155094,151.62679,40610.504,23869.975,6741.136,28.635422,214.10162,17202.11,722.4228,23.055603,3095.8938,3604.874,6270.916,70747.39,18.42813,186.70427,27606.096,1063.8094,2902.5842,72336.11,15.561427,2429.4502,87032.64,7289.395,20402.67,15727.878,30660.08,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
17.0,2.7763412,190.92357,1956.8396,50.32624,1603.1316,880.98224,1861.5955,30842.27,419.94412,56.451294,1599.5922,34457.84,780.23846,11322.242,16.977604,4.6267877,214.37743,36591.344,21151.6,7831.0493,76.30094,127.60121,18421.941,567.3948,20.296597,2774.6965,3851.219,23444.072,86657.414,19.71631,170.49599,22631.541,949.01,5073.9106,179860.39,45.71196,6512.997,152083.92,7020.312,31385.766,31685.379,42974.246,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
18.0,2.848024,226.33597,1943.2834,108.69246,2282.6687,1249.8328,3776.836,34235.605,741.5393,44.34546,1047.8784,35856.91,752.3429,11971.0,18.671946,6.6769705,142.05623,34480.188,24193.805,8741.026,78.98565,120.722435,17565.75,540.9885,17.850214,3092.4146,3205.442,37697.6,119048.7,47.683556,548.5544,18019.277,1494.3467,3520.5505,302766.4,25.93435,14694.701,213586.69,5556.3203,19571.764,50797.344,45037.348,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
19.0,3.4850712,204.39648,2088.9202,146.95895,3864.6802,990.84296,4386.323,37106.484,817.3113,57.05298,1262.3427,38628.945,545.3752,13224.835,29.103382,2.2044744,307.60724,32984.703,34004.016,10068.321,75.33551,159.25835,16875.688,608.23785,14.69932,2816.4949,3240.3645,54978.348,146118.36,52.762802,902.8766,24323.596,1988.4438,1310.2035,348571.12,15.495934,11745.59,308258.4,3814.204,30131.87,23221.4,30259.014,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
20.0,2.3873153,214.98811,2084.056,38.898445,4638.0303,959.4756,7226.6216,35646.516,948.30835,69.40201,1319.0394,43482.53,396.02872,11920.72,26.430489,2.6756623,113.8235,32669.178,36598.195,9569.351,69.75932,198.12767,16643.09,560.712,10.8335285,2628.8977,3125.088,55782.32,174589.38,45.888126,1283.7009,36202.61,2693.5706,229.67943,314778.5,28.155773,6063.332,317913.72,2400.8662,23149.322,37256.484,44877.8,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
21.0,2.2213633,190.09584,1855.6033,34.95994,3030.7302,1127.5446,7656.4487,38607.81,1014.3797,46.424294,1012.50775,43218.23,582.34125,10985.417,51.758408,1.6893035,131.12036,32310.146,33520.914,9069.021,86.15458,395.44147,16505.174,706.48785,19.371698,2658.6028,3194.768,50695.203,187945.22,42.235413,1282.3677,46744.07,3279.555,1539.5652,258802.61,56.99654,11669.578,299313.34,2070.2214,25140.182,22187.445,38557.664,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
22.0,2.4190764,186.47296,1888.1202,43.208893,3031.0059,989.529,7157.7075,39551.867,1159.1335,79.357735,1013.8069,36360.695,482.84607,10002.962,16.032923,1.1942819,10.2959585,32046.299,25741.676,9284.537,100.39297,301.15524,17088.428,685.02625,5.6499887,1977.4733,3387.6926,46992.58,192850.0,86.0214,1386.5728,58057.035,3033.3672,1653.7833,237056.95,54.294064,9037.209,286268.9,1838.8728,20961.258,27633.709,38417.1,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
23.0,2.6969757,199.29077,2202.5286,41.73759,2892.2585,1034.3055,4880.1724,34395.363,841.5032,45.852913,1097.255,39039.68,886.97876,9157.079,18.540707,0.5809009,1.4442878,31603.596,21094.725,9280.664,114.9025,291.3055,19298.96,777.6134,14.954544,1563.6682,3072.3606,48303.836,177825.2,199.19946,1329.2671,66275.64,2078.464,1218.3699,226761.72,32.660263,8296.188,265744.12,1074.7219,14279.819,21340.322,33223.645,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
24.0,3.1858118,244.71725,2527.6821,40.58184,2769.649,1067.8694,3197.5928,28879.146,983.0039,63.756275,1209.5795,40520.62,565.112,9156.135,60.626728,2.4814358,135.94687,30685.672,16868.617,9349.374,108.41233,190.0969,19603.469,762.67474,6.1913433,1395.3303,2333.2256,56858.09,168857.72,139.6553,783.4496,66204.31,1548.5438,9.66026,188796.34,13.433692,13593.09,252891.47,712.68866,30670.121,20957.08,38001.44,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
25.0,3.4013958,299.28915,2717.2996,83.69938,2526.6653,1163.498,4030.0073,26499.42,904.69226,36.230278,1468.4745,38368.887,555.1576,9595.627,48.24213,0.7239692,103.45649,31085.105,17455.863,8565.403,78.20829,294.58133,21036.26,812.32605,8.398547,1278.8894,2147.3745,49421.062,165418.61,77.937645,1534.221,58562.34,1350.1035,1059.0204,148160.53,4.1808853,10380.389,231819.8,386.34738,41082.8,41152.438,101281.73,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
26.0,4.4417996,275.41666,2834.1392,73.06835,2789.2327,1146.0492,4186.1646,33934.516,931.06793,41.104366,1038.0546,34286.254,404.8126,8607.593,24.867226,1.3212713,46.921272,29462.701,18575.04,8214.633,37.34426,275.6349,24794.709,841.2625,11.517021,1771.6431,2764.821,30952.584,160036.56,19.815277,1402.724,58147.637,3230.973,983.49524,124419.125,8.843118,6586.005,204199.92,180.55638,42764.945,41209.727,75530.84,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
27.0,3.5939293,331.0057,2842.8064,57.936127,3366.0437,1041.9613,4792.8965,35402.18,1075.4052,56.8917,1151.0028,33893.234,327.37268,8320.661,31.588202,1.5680691,53.989246,30128.664,16252.877,8694.316,156.26086,322.00473,23991.18,881.10077,9.648282,1960.2798,2927.3499,16810.867,155581.3,13.871646,1220.6733,59863.746,2564.4204,156.61134,100422.48,34.852737,5952.265,205622.6,402.0839,39188.79,47101.76,31846.47,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
28.0,4.7208133,313.72446,3146.6228,44.127045,4040.181,993.0085,5599.8467,34659.008,1477.1954,73.43419,1046.7915,34507.62,567.351,10548.221,28.086754,0.39329848,38.00308,29837.006,16029.094,8609.323,197.8551,455.09366,23875.879,979.0561,15.305612,2126.773,2715.2104,18194.273,151384.97,28.139225,656.3997,65230.254,2089.367,176.90733,77392.39,43.797928,10493.693,229825.31,852.8978,12657.932,33194.27,22182.566,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
29.0,5.453144,373.28928,3718.789,71.421036,3729.6465,907.84033,5501.7197,32451.09,1246.6553,47.825542,773.0106,33847.85,500.42395,12361.086,23.016533,1.1350805,30.533148,27385.555,14370.293,7846.339,96.82941,350.62082,24700.014,836.3611,8.008175,1992.5309,2940.3843,13385.773,156235.7,29.854895,590.61865,62928.203,1666.8859,148.12854,61217.01,33.298756,8279.801,281184.44,912.9461,12920.676,10075.423,27377.729,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
30.0,6.365555,463.7259,4218.3784,44.970158,3684.8308,782.2451,5294.432,30866.156,1354.373,36.076096,946.8205,33984.727,372.29373,12046.099,35.647186,1.2881323,88.09281,24831.568,16438.006,8283.755,70.62508,397.7917,24125.104,827.63574,14.106401,2116.2336,3156.4146,16904.883,157370.05,18.18035,259.02625,60379.555,1277.12,76.70639,49554.926,19.074743,9497.215,316758.84,425.23987,14748.055,10738.318,9936.355,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
31.0,6.2009935,435.4419,4612.486,35.899864,4271.263,802.20197,4436.887,32533.898,838.84485,70.710175,925.39246,33654.773,662.68414,10921.621,123.977295,0.5826076,73.22392,23257.518,19253.547,8224.191,88.20727,356.93896,24402.38,871.30225,7.701258,2545.1758,3036.7148,20898.967,148105.16,31.373655,168.57161,49445.65,993.0832,23.37802,38313.043,14.946786,9471.947,331524.6,479.2678,14977.198,8313.708,44918.84,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
32.0,8.398737,526.8997,5170.5073,63.84378,3061.9998,1054.4302,2453.5156,32611.607,632.79266,66.859024,1686.1709,38926.117,487.5839,11036.55,76.84004,1.2637963,15.377529,22023.082,18053.05,8100.273,75.06658,203.6036,24167.688,858.93835,11.213444,2289.543,2951.8044,21492.486,138164.78,41.61116,135.15485,40058.242,795.14374,30.111341,26617.484,26.162228,16224.8955,337178.25,720.13684,25355.455,16469.111,11188.801,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
33.0,8.780598,570.37445,5802.9126,66.02775,2945.8516,1132.8242,2781.547,28138.885,451.56448,55.237663,1252.2666,44601.617,855.40094,11774.829,20.34488,0.34184954,19.493053,20477.686,12406.188,7811.455,67.23123,191.843,22984.09,833.4294,18.242268,1985.8467,3419.6458,16508.78,134298.8,35.637054,385.44537,31399.465,1424.4359,1950.7146,34681.45,37.27249,15511.864,346108.78,825.49286,18899.85,24925.305,58844.38,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
34.0,8.378011,672.7893,6319.6816,54.341595,3017.426,1305.3601,1920.4242,25101.754,578.88257,30.023407,1587.2499,48056.91,689.56335,9851.976,0.9608605,0.9418393,11.281024,18552.756,12824.265,7791.025,72.11244,336.65518,23508.035,945.7482,10.107369,2396.1584,3725.6128,15303.362,126400.664,26.757101,625.47327,30333.85,1358.2563,2202.1174,76993.69,24.803776,16292.515,347357.44,613.1978,33391.633,33936.12,15237.821,11977.366,3.6285376E7,16524.72,198243.86,46000.0,92000.0,92000.0,92000.0,92000.0,92000.0
